emotion,title_en,title_ko,description_en,description_ko,keywords_en,keywords_ko
Lonely,"When loneliness deepens, start by caring for your body",외로움이 더 깊어질 땐 몸부터 챙겨보세요,"On days when loneliness feels heavier than usual,
try focusing on caring for your body first.
Drinking warm water or wrapping up in a soft blanket
might bring a bit of comfort.

Today, gently replace the warmth you long for from others
by caring for your own body.
That tenderness will slowly reach your heart too.","마음이 유난히 쓸쓸한 날에는
작은 것부터 몸을 돌보는 데 집중해 보세요.
따뜻한 물을 마시거나, 부드러운 담요를 덮는 것만으로도
조금은 위로가 될 거예요.

오늘은 사람에게서 받지 못한 온기를
스스로 몸을 챙기는 일로 살며시 대신해 주세요.
그 다정함이 당신 마음에도 조금씩 번져갈 거예요.","loneliness, body, care","외로움, 몸, 돌봄"
Lonely,Loneliness shows your heart still longs for someone,외로움은 당신 마음이 여전히 누군가를 찾고 있다는 증거예요,"When loneliness keeps coming back,
it’s because your heart still wants to trust, still hopes to connect.
Please don’t see that only as sadness.

Today, quietly acknowledge,
“My heart is still looking for someone.”
That gentle understanding might soften today’s loneliness.","외로움이 자꾸 찾아오는 건
당신 마음이 아직도 사람을 믿고 싶어 하고,
연결되고 싶어 하기 때문이에요.
그 마음을 너무 서글프게만 보지 말아 주세요.

오늘은 “내 마음이 이렇게 누군가를 찾고 있구나.” 하고
살며시 이해해 주세요.
그 부드러운 이해가 오늘의 외로움을 조금 덜 날카롭게 만들어 줄 거예요.","loneliness, connection, understanding","외로움, 연결, 이해"
Lonely,Just because you’re lonely doesn’t mean you’re lacking,외로움이 크다고 해서 당신이 부족한 건 아니에요,"Sometimes loneliness makes you feel like you’re somehow incomplete.
But loneliness doesn’t come because you’re missing something.
It’s simply because your heart is deep and craves more warmth.

Today, embrace even that loneliness as a part of you.
Remember that living while comforting this feeling only shows how tender you truly are.","외롭다는 이유만으로
괜히 자신이 모자란 사람처럼 느껴질 때가 있죠.
하지만 외로움은 당신이 특별히 부족해서 생기는 게 아니에요.
그저 마음이 조금 더 깊어서, 더 많은 온기를 바라고 있기 때문이에요.

오늘은 그 외로움까지 당신의 일부로 살며시 껴안아 주세요.
그 마음까지 다독이며 살아가는 당신이 훨씬 더 다정한 사람이라는 걸 기억해 주세요.","loneliness, depth, self-love","외로움, 깊이, 자기사랑"
Lonely,"Even lonely, you made it through today",외로워도 오늘 하루를 잘 살아낸 당신이에요,"Carrying loneliness while living through a day is never easy.
Still, you paused, breathed, and came this far.
That alone means you’ve done enough.

Tonight, gently tell yourself,
“Yes, I held on today too.”
That one phrase will help you greet tomorrow a little more gently.","외로운 마음을 안고 하루를 살아낸 건
결코 쉬운 일이 아니에요.
그럼에도 당신은 오늘도 숨을 고르며 여기까지 왔어요.
그 자체로 충분히 잘해낸 거예요.

오늘 밤, 잠들기 전에 스스로에게 살포시 말해주세요.
“그래, 오늘도 잘 버텼어.”
그 한 마디가 내일을 조금 더 부드럽게 맞이하게 만들어 줄 거예요.","loneliness, today, comfort","외로움, 오늘, 위로"
Lonely,"When loneliness visits, try focusing a bit more on yourself",외로움이 찾아올 때는 조금 더 자신에게 집중해 주세요,"When your heart starts feeling empty and lonely,
don’t rush to erase that loneliness. Instead, gently listen to yourself.
Ask what you love right now, what might lift your mood even a little.

Today, may you be kinder to yourself than anyone else.
That small care and affection might make your loneliness feel a bit softer.","마음이 자꾸 허전하고 쓸쓸해질 때는
그 외로움을 없애기 위해 애쓰지 말고, 오히려 나에게 조금 더 귀 기울여 주세요.
내가 지금 무엇을 좋아하는지, 어떤 걸 하면 조금이라도 기분이 나아질지
살며시 물어보세요.

오늘은 세상 누구보다 당신 자신에게 다정한 하루가 되길 바라요.
그 작은 관심과 애정이 외로움을 조금은 덜 날카롭게 만들어줄 거예요.","loneliness, self-care, gentle","외로움, 자기돌봄, 다정함"
Lonely,"Even if you fear this loneliness will last, it’s okay",외로움이 길어질까 두렵더라도 괜찮아요,"Sometimes what’s scarier than loneliness itself is worrying about how long it might stay.
You try to measure the end of it and only feel more anxious.
But this loneliness comes because you so earnestly long for people, connection, and warmth.
It’s never because you did something wrong.

Today, don’t force that feeling away.
Let it sit quietly beside you.
Gently say, “Yes, I feel so lonely right now. And that’s still okay.”
That tender phrase might make you feel just a little less alone.","가끔 외로움이 너무 깊어질까 봐 더 무서울 때가 있어요.
“이 외로움이 언제까지 계속될까?” 하고 끝을 가늠해보려다
더 불안해지기도 하죠.
하지만 외로움은 당신이 사람을, 관계를, 따뜻함을 그만큼 간절히 바라기 때문에 찾아오는 마음이에요.
결코 당신이 잘못해서 생긴 감정이 아니에요.

오늘은 그 마음을 억지로 멀리 밀어내지 말고
살며시 옆에 두어보세요.
“그래, 지금 나는 많이 외롭구나. 하지만 그마저도 괜찮아.”
그 다정한 한마디가 당신을 조금 덜 쓸쓸하게 해줄 거예요.","loneliness, acceptance, warmth","외로움, 수용, 따뜻함"
Lonely,"The lonelier you feel, the more gently check in with yourself",외로울수록 조금 더 자신을 살펴주세요,"When your heart feels hollow, you might hurry to fill that space—
rushing into busyness or forcing your mind onto something else.
But often, that only makes your heart more frantic, trying not to slip into loneliness,
leaving you even more exhausted.

Today, slow down just a little and quietly ask,
“What do I want right now? What would make me feel a bit more at ease?”
That gentle question might make your loneliness hurt a little less today.","마음이 텅 빈 듯 허전할 때,
그 빈 공간을 어떻게든 채우기 위해 더 바쁘게 움직이고,
애써 다른 일에 몰두하려 들 때가 있어요.
하지만 그럴수록 마음은 더 놓치지 않으려 조급해져서
더 지치기만 할 때도 있죠.

오늘은 조금만 속도를 늦추고,
“지금 내가 뭘 원할까? 어떻게 하면 조금 더 편안할까?” 하고
살며시 자신에게 물어주세요.
그 부드러운 관심이 오늘 당신의 외로움을
조금은 덜 아프게 만들어줄 거예요.","loneliness, attention, self-care","외로움, 관심, 자기돌봄"
Lonely,It’s okay not to hurry your lonely heart,외로운 마음을 너무 서두르지 않아도 괜찮아요,"Sometimes you grow impatient, wondering,
“When will this loneliness finally fade?”
You try to crowd it out with busyness,
but the moment things slow down, loneliness often returns.

Today, try gently telling yourself,
“It’s okay if this stays a little longer.”
That unhurried kindness might protect you more than you know.
And one day, this loneliness will quietly leave your side.","외로움이 오래 가지 않길 바라면서,
“언제쯤이면 이 마음이 사라질까?” 하고 애가 타기도 하죠.
그 마음을 빨리 달래려고 다른 일로 바쁘게 채우려 해도
문득 멈추는 순간, 외로움은 다시 찾아오곤 해요.

오늘은 그냥 “조금 더 머물러도 괜찮아.” 하고
마음을 느긋하게 두어 보세요.
그 느긋함이 오히려 당신을 더 튼튼히 지켜줄 거예요.
그리고 어느 순간, 그 외로움도 살며시 당신 곁을 떠날 거예요.","loneliness, ease, patience","외로움, 느긋함, 기다림"
Lonely,"When loneliness comes, care for yourself a little more",외로움이 찾아올 때는 스스로를 조금 더 챙겨주세요,"When your heart grows empty, you might push yourself harder,
wondering, “Why do I get lonely so easily?” and blame yourself.
But the lonelier you feel, the more gently you should look after yourself.
What you need right now isn’t criticism—it’s small moments of care.

Today, sip something warm or breathe in a scent you love.
Those tiny acts of care will slowly seep in and make today a bit gentler.","마음이 공허해지면, 괜히 자신을 더 몰아붙이게 될 때가 있어요.
“나는 왜 이렇게 쉽게 쓸쓸해질까?” 하고 자책하기도 하죠.
하지만 외로움이 찾아올수록 더 부드럽게 자신을 살펴주세요.
당신이 지금 필요한 건 다그침이 아니라 작은 돌봄이에요.

오늘은 따뜻한 물을 마시거나, 좋아하는 향을 맡아보세요.
작은 돌봄 하나가 마음에 조금씩 스며들어
당신의 오늘을 더 부드럽게 만들어 줄 거예요.","loneliness, care, self-love","외로움, 돌봄, 자기사랑"
Lonely,"Even on lonely days, you’re doing so well",외로운 날에도 당신은 잘 살아가고 있어요,"Carrying loneliness and still making it through the day
takes more courage than you might ever realize.
Still, you paused, breathed, and came this far—
and that means you’re already doing enough.

Tonight, quietly whisper to yourself,
“I lived through today too.”
That gentle phrase might make tomorrow come a little more peacefully.","외로운 마음을 안고 하루를 지나오는 건
생각보다 훨씬 더 용기 있는 일이에요.
그럼에도 오늘도 숨을 고르며 여기까지 온 당신은
이미 충분히 잘하고 있는 거예요.

오늘 밤, 스스로에게 조용히 속삭여 주세요.
“나는 오늘도 잘 살아냈어.”
그 부드러운 한마디가 당신의 내일을 조금 더 편안하게 만들어줄 거예요.","loneliness, courage, today","외로움, 용기, 오늘"
Lonely,"Even in loneliness, your heart is still warm",외로움 속에서도 당신 마음은 여전히 따뜻해요,"On lonely days, it can feel like you’re the only person left in the world,
and your heart grows colder.
But even then, deep inside, your heart is still ready to love,
still alive with the wish to give and receive warmth.

Today, cherish even that longing.
“My loneliness means my heart is still warm.”
That thought might make today a little less lonely.","외로운 날에는 마치 세상에 혼자 남은 것 같아
마음이 더 차갑게 식는 기분이 들죠.
하지만 그런 날에도 사실 당신 마음속에는
여전히 누군가를 사랑할 준비가 되어 있고,
따뜻함을 주고받고 싶은 마음이 살아 있어요.

오늘은 그 마음까지도 소중히 여겨 주세요.
“내가 이렇게 외로운 건, 아직도 마음이 따뜻하기 때문이구나.”
그 생각이 오늘을 조금 덜 쓸쓸하게 만들어 줄 거예요.","loneliness, warmth, love","외로움, 따뜻함, 사랑"
Lonely,It’s okay not to force loneliness away,외로움을 억지로 없애려 하지 않아도 괜찮아요,"You might rush to shake off loneliness—
keeping busy or forcing a smile.
But the more you push it out, the bigger it sometimes returns.

Today, simply let that feeling sit beside you.
Gently say, “Yes, I feel a bit lonely right now.”
That honest phrase might make your heart feel far less heavy.","외로운 마음을 빨리 떨쳐내야 할 것 같아
괜히 더 바쁘게 움직이고, 일부러 웃어 보일 때도 있죠.
하지만 억지로 그 마음을 밀어내려 할수록
오히려 더 크게 돌아오기도 해요.

오늘은 그냥 그 마음을 옆에 두어도 괜찮아요.
“그래, 지금은 조금 외롭구나.” 하고 조용히 인정해주세요.
그 솔직한 한마디가 당신 마음을 훨씬 덜 무겁게 만들어 줄 거예요.","loneliness, honesty, acceptance","외로움, 솔직함, 수용"
Lonely,You don’t have to hide your loneliness so hard,외로운 마음을 너무 숨기려 애쓰지 않아도 괜찮아요,"Sometimes you pretend to be strong, to act as if nothing bothers you,
just to keep others from seeing your loneliness.
But doing that can actually deepen the sense of being alone,
pulling you further down.
Loneliness doesn’t go away by being hidden—it often feels lighter when faced honestly.

Today, gently admit,
“Yes, I’m lonely right now.”
That simple phrase might make your heart feel less heavy.
In that honesty, your heart can finally breathe a little.","외롭다는 마음을 들키기 싫어 괜히 더 씩씩한 척, 아무렇지 않은 척할 때가 있죠.
하지만 그럴수록 마음은 점점 더 혼자가 된 것 같아,
더 깊이 가라앉을 수도 있어요.
외로움은 숨긴다고 해서 사라지지 않아요.
오히려 솔직히 마주해 줄 때, 조금 더 가볍게 머물다 가곤 해요.

오늘은 “그래, 나는 지금 외롭구나.” 하고 조용히 인정해 주세요.
그 한마디가 오히려 당신 마음을 덜 무겁게 만들 거예요.
그렇게 솔직해진 순간, 마음에는 작은 숨통이 트일 거예요.","loneliness, honesty, breath","외로움, 솔직함, 숨통"
Lonely,"Even in loneliness, you’re still entirely okay",외로운 당신도 여전히 충분히 괜찮은 사람이에요,"When loneliness often visits, you might start feeling inadequate,
thinking, “Why do I get lonely so easily? Why am I so weak…”
But that feeling doesn’t lessen your worth.
Even with loneliness, you’re still a perfectly okay person,
already handling so much so well.

Tonight, gently whisper to yourself,
“I’m still a good person.”
That soft phrase might let your heart rest a little more peacefully.","외로움이 자주 찾아오면 괜히 스스로가 더 모자란 사람처럼 느껴질 때가 있죠.
“왜 나는 이렇게 쉽게 쓸쓸해질까, 나는 왜 이렇게 약할까…”
하지만 그 마음 때문에 당신의 가치가 달라지진 않아요.
당신은 외로워도, 여전히 충분히 괜찮은 사람이고,
이미 많은 걸 잘 해내고 있는 사람이에요.

오늘 밤에는 스스로에게 이렇게 살포시 속삭여 주세요.
“그래도 나는 괜찮은 사람이야.”
그 부드러운 한마디가 당신 마음을 조금 더 편안히 쉬게 해줄 거예요.","loneliness, self-love, okay","외로움, 자기사랑, 괜찮음"
Anxious,You don’t have to see your anxiety as something bad,불안을 너무 나쁘게만 보지 않아도 괜찮아요,"When anxiety comes, you might feel like it’s a wrong or flawed feeling,
thinking, “Why do I get so anxious over little things?” and blame yourself.
But anxiety simply means you’re taking things seriously,
wanting to handle them well.

Today, look at that anxiety a bit more kindly.
Gently tell yourself, “It’s because I’m careful.”
That one phrase might soothe your heart more than you expect.","불안이 찾아오면 마치 잘못된 생각이나 감정처럼 느껴져서
“왜 이렇게 별일 아닌 것에도 불안할까?” 하고 스스로를 자꾸 탓하죠.
하지만 불안은 당신이 상황을 진지하게 바라보고,
무언가를 더 잘 해내고 싶어하기 때문에 생기는 자연스러운 마음이에요.

오늘은 그 불안을 조금만 더 다정하게 바라봐 주세요.
“그래, 내가 신중해서 그렇구나.” 하고 스스로를 부드럽게 다독여 주세요.
그 말 한마디가 마음을 조금 더 편안하게 만들어줄 거예요.","anxiety, careful, gentle","불안, 신중함, 다정함"
Anxious,"When anxiety grows, start by breathing slowly",불안이 커질수록 숨부터 천천히 쉬어보세요,"When anxiety fills your heart, your head grows crowded and your breath turns shallow.
In those moments, don’t struggle to organize your thoughts—
simply breathe in and out slowly.

As your breath deepens, your heart will gradually loosen its tight grip.
Today, take some time to calm your heart through your breath.","불안이 마음을 가득 채우면 머리가 복잡해져서
숨조차 얕아질 때가 있죠.
그럴 땐 생각을 어떻게 정리할지 애쓰기보다는
그저 숨부터 천천히 들이쉬고 내쉬어 보세요.

호흡이 조금씩 깊어지면,
마음도 서서히 긴장을 풀 거예요.
오늘은 숨으로 마음을 달래는 시간을 꼭 가져보세요.","anxiety, breath, calm","불안, 호흡, 진정"
Anxious,Feeling anxious doesn’t mean you’re weak,불안하다고 해서 당신이 약한 사람은 아니에요,"When anxiety keeps pushing in, you might feel small and fragile,
thinking, “Why am I so anxious over such small things?” and blame your heart.
But feeling anxious doesn’t make you weak.
It simply means you’re facing life sincerely, and that can make things feel heavier.

Today, try understanding that feeling a little more.
Gently say, “This means I’m a deeper person.”
That one phrase might help your heart breathe easier today.","불안이 자꾸 밀려오면 괜히 스스로를 더 작고 약하게 느끼게 되죠.
“왜 이렇게 별것도 아닌데 불안하지?” 하고
마음을 자책하기도 해요.
하지만 불안을 느낀다고 해서 당신이 나약한 건 아니에요.
오히려 그만큼 삶을 진심으로 마주하고 있기 때문에 더 불안해지는 거예요.

오늘은 그 마음을 조금만 더 이해해 주세요.
“나는 그래서 더 깊은 사람이구나.” 하고 부드럽게 말해주세요.
그 한마디가 오늘 당신을 조금 더 편안히 숨 쉬게 만들어줄 거예요.","anxiety, self-understanding, depth","불안, 자기이해, 깊이"
Anxious,Anxiety isn’t always here to harm you,불안은 언제나 당신을 해치기 위해 오는 게 아니에요,"When you feel anxious, you might see it as a bad emotion that needs to be erased.
But anxiety sometimes shows up to help you be more careful,
to make sure you don’t get hurt or miss something important.

Today, instead of pushing it away, quietly say,
“This feeling is just trying to protect me.”
That gentle acceptance might bring a bit more peace to your heart.","불안을 느끼면 무조건 없애야 할 나쁜 감정처럼 여기게 되죠.
하지만 불안은 당신이 혹시 다칠까, 무언가를 놓칠까 봐
조금 더 조심스럽게 살피게 만드는 역할도 해요.

오늘은 그 불안을 완전히 밀어내려 하지 말고
“그래, 이 마음도 나를 지키려고 나타난 거야.” 하고
살며시 이해해 주세요.
그 부드러운 인정이 오늘 당신 마음을 조금 더 편안하게 만들어줄 거예요.","anxiety, understanding, protect","불안, 이해, 보호"
Anxious,"Even with anxiety, you’re still doing well",불안 속에서도 당신은 여전히 잘하고 있어요,"Living through a day while carrying anxiety
takes more strength than you might think.
Even though your heart wavered and it was hard,
you paused, breathed, and made it here today—
that means you’re already doing enough.

Tonight, gently tell yourself,
“I held on today too.”
That soft phrase might make tomorrow’s anxiety a little lighter.","불안을 안고 하루를 살아낸다는 건
생각보다 훨씬 더 대단한 일이에요.
그 마음이 자꾸 흔들려서 힘들었음에도,
오늘도 이렇게 숨을 고르고 서 있는 당신은
이미 충분히 잘하고 있는 거예요.

오늘 밤, 스스로에게 살포시 이야기해주세요.
“나는 오늘도 잘 버텼어.”
그 부드러운 한마디가 내일의 불안을 조금 더 가볍게 만들어줄 거예요.","anxiety, courage, today","불안, 용기, 오늘"
Anxious,It’s okay not to force your anxiety away,불안을 억지로 없애려 하지 않아도 괜찮아요,"When anxiety comes, do you rush to say, “This needs to disappear right now,”
and push your heart even harder?
But often, the more you force anxiety out, the more firmly it settles in.

Today, try simply letting it sit beside you.
Gently say, “It’s okay to feel a bit anxious right now.”
That honest phrase might make your heart feel far less heavy.","불안이 몰려올 때마다, “이런 감정은 빨리 사라져야 해.” 하고
마음을 더 조급하게 몰아세우지 않나요?
하지만 억지로 불안을 밀어내려고 할수록
그 마음은 더 단단히 자리 잡을 때가 많아요.

오늘은 그냥 그 불안을 옆에 두고
“그래, 지금 조금 불안해도 괜찮아.” 하고 살며시 인정해 주세요.
그 솔직한 한마디가 오히려 마음을 훨씬 덜 무겁게 만들어줄 거예요.","anxiety, honesty, acceptance","불안, 솔직함, 수용"
Anxious,"When anxious, take a little more care of your body",불안할 때는 조금 더 몸을 돌봐주세요,"The deeper anxiety grows, the busier your mind gets,
and your body often tenses right along with it.
Instead of trying to sort out every thought, start by loosening your body.
Gently roll your shoulders or softly massage your fingers.

As your body eases, your heart will begin to catch its breath too.
Today, soothe your mind by caring for your body first.","불안이 깊어질수록 머릿속은 더 복잡해지고,
몸은 덩달아 굳어버리곤 하죠.
그럴 때는 생각을 더 정리하려 애쓰기보다는
그저 몸부터 살살 풀어보세요.
어깨를 부드럽게 돌리거나 손가락을 조심히 주물러보는 것만으로도 좋아요.

몸이 조금 느슨해지면,
마음도 그에 맞춰 조금씩 숨을 고를 거예요.
오늘은 머릿속이 아닌, 몸을 통해 마음을 달래주세요.","anxiety, body, care","불안, 몸, 돌봄"
Anxious,Your anxiety is there because you’re thoughtful,불안이 있다는 건 당신이 신중하기 때문이에요,"Because of anxiety, you might think,
“Why am I so sensitive?” and start blaming yourself.
But that anxiety grows because you’re so careful and sincere
that you don’t easily dismiss even small things.

Today, try accepting that part of you a little more.
Gently say, “This just means I’m a deeper person.”
That soft phrase might make today’s anxiety sting a little less.","불안한 마음 때문에 괜히 “나는 왜 이렇게 예민하지?” 하고
스스로를 탓할 수도 있죠.
하지만 그 불안은 당신이 사소한 것도 그냥 넘기지 않을 만큼
신중하고 성실하기 때문에 생기는 마음이에요.

오늘은 그 마음까지도 조금 더 인정해 주세요.
“그래, 내가 그래서 더 깊은 사람이구나.” 하고
살포시 스스로를 다독여 주세요.
그 부드러운 한마디가 오늘의 불안을 조금 덜 날카롭게 만들어 줄 거예요.","anxiety, careful, self-understanding","불안, 신중함, 자기이해"
Anxious,Writing your anxieties out might make them less tangled,불안을 적어 내려가면 조금 덜 복잡해질 거예요,"When anxious thoughts swirl around your mind,
they can tangle up until you feel breathless with frustration.
In those moments, try writing them down.
Seeing them as words might make them feel far less messy.

Today, it’s perfectly okay to be honest—at least in front of paper.
After writing it all out, you might find you can breathe a bit more easily.","불안한 마음이 머릿속을 계속 맴돌면
점점 더 생각이 꼬여서 숨이 막히듯 답답할 때가 있죠.
그럴 땐 그 마음을 그냥 종이에 써보세요.
글자로 적어 놓으면 생각보다 훨씬 덜 복잡하게 느껴질 거예요.

오늘은 종이 앞에서만큼은 솔직해도 괜찮아요.
그 마음을 모두 적어 내려간 뒤에는
조금 더 가볍게 숨 쉴 수 있을 거예요.","anxiety, writing, clarity","불안, 글쓰기, 정리"
Anxious,"Even with anxiety, you made it through today",불안 속에서도 오늘을 잘 살아낸 당신이에요,"Living through a day while carrying anxiety is never an easy task.
Even though your heart kept trembling,
you paused, breathed, and came this far—
that means you’ve already done enough.

Tonight, quietly whisper to yourself,
“I held on today too.”
That soft phrase might make tomorrow’s anxiety feel a little lighter.","불안을 안고 하루를 살아낸 건 결코 쉬운 일이 아니에요.
마음이 계속 흔들리는데도,
오늘도 이렇게 숨을 고르고 여기까지 온 당신은
이미 충분히 잘하고 있는 거예요.

오늘 밤, 스스로에게 이렇게 속삭여 주세요.
“나는 오늘도 잘 버텼어.”
그 부드러운 한마디가 내일의 불안을 조금 더 가볍게 만들어줄 거예요.","anxiety, today, comfort","불안, 오늘, 위로"
Anxious,Don’t worry too much if anxiety seems to block your potential,불안이 당신의 가능성을 가로막는 것 같아도 너무 걱정하지 마세요,"When anxiety keeps tangling up your mind,
you might start wondering, “Is this why I can’t do anything right?”
But having anxiety doesn’t erase your potential.
Your strengths and warmth are still fully there.

Today, even if the anxiety feels heavy, quietly say,
“I’m still someone who can move forward.”
That thought might make your steps feel a little less scary.","불안이 머릿속을 자꾸 복잡하게 만들면,
“이래서 나는 아무것도 제대로 못 해내는 건 아닐까…” 하고
스스로를 의심하게 될 때가 있어요.
하지만 불안이 있다고 해서 당신의 가능성이 사라지는 건 아니에요.
당신이 가진 능력과 따뜻함은 여전히 그대로예요.

오늘은 불안이 조금 무겁더라도
“나는 그래도 앞으로 갈 수 있는 사람이야.” 하고 속으로 속삭여 주세요.
그 말이 오늘 당신의 발걸음을 조금 덜 두렵게 만들어줄 거예요.","anxiety, potential, encouragement","불안, 가능성, 격려"
Anxious,Maybe your anxiety is asking you to rest,불안이 당신에게 휴식을 말해주고 있는 걸 수도 있어요,"Sometimes anxiety is a way for your heart and body to say,
“You need to pause and rest now.”
When you keep pushing forward without stopping,
your mind can grow heavy, building up even more anxiety.

Today, instead of forcing that feeling away, quietly think,
“It’s just time for me to slow down a little.”
That ease might bring you so much more comfort.","가끔 불안은 “지금 잠시 멈추고 쉬어야 해” 하고
몸과 마음에 보내는 신호일 때가 있어요.
계속 앞으로만 달리다 보면
마음이 무거워져서 더 크게 불안을 만들어내곤 하죠.

오늘은 그 불안을 무작정 밀어내기보다
“그래, 지금은 조금 쉬어야 할 때구나.” 하고
살며시 속도를 늦춰 주세요.
그 느긋함이 당신을 훨씬 더 편안하게 해줄 거예요.","anxiety, rest, slow down","불안, 휴식, 속도"
Anxious,You don’t have to fear that anxiety will break you,불안 때문에 망가질까 걱정하지 않아도 괜찮아요,"When anxiety keeps shaking your mind and body,
you might start to wonder, “What if this all ends badly?” and imagine frightening outcomes.
But anxiety alone won’t break you.
If anything, it often makes you pay closer attention,
helping protect you in its own way.

Today, softly tell yourself,
“I’m okay. I’m still standing just fine.”
That gentle phrase might help your anxious heart rest a little.","불안이 자꾸 몸과 마음을 흔들어 놓으면
“계속 이러다 진짜 큰일 나는 건 아닐까…” 하고
무서운 상상까지 하게 될 때가 있어요.
하지만 불안 자체가 당신을 망가뜨리진 않아요.
오히려 조금 더 주의를 기울이게 해서
당신을 지켜주는 역할도 해요.

오늘은 “나는 괜찮아. 아직도 충분히 잘 서 있어.” 하고
작게나마 스스로에게 이야기해 주세요.
그 다정한 한마디가 불안한 마음을 조금은 편안히 쉬게 해줄 거예요.","anxiety, stability, reassurance","불안, 안정, 자신감"
Anxious,Don’t let anxiety push you forward too quickly,불안이 당신을 너무 빨리 앞으로 밀지 않게 해주세요,"Anxiety often says, “You need to be more prepared. You have to be perfect,”
pushing you ahead too fast.
But when your heart isn’t ready, moving quickly can leave only bigger fear behind.

Today, quietly remind yourself,
“It’s okay to go at my own pace.”
That pace might end up protecting you most comfortably.","불안은 “더 준비해야 해, 더 완벽해야 해.” 하고
당신을 자꾸 다그치며 앞으로 몰아붙이곤 하죠.
하지만 마음이 아직 준비되지 않았는데
너무 빠르게 움직이면 더 큰 두려움만 남길 수도 있어요.

오늘은 “나는 내 속도로 가도 괜찮아.” 하고
마음을 조금 더 느긋하게 잡아 주세요.
그 속도가 결국 당신을 가장 편안히 지켜줄 거예요.","anxiety, pace, own speed","불안, 속도, 자기페이스"
Anxious,"Even with anxiety, you’re still a precious person",불안 속에서도 당신은 여전히 소중한 사람이에요,"The more anxiety grows, the smaller you might start to feel.
“Why am I so anxious? Why do I look so flawed?”
But having anxiety doesn’t make you any less valuable.
Your worth stays the same, no matter what.

Today, softly whisper,
“I’m still perfectly okay, even with this anxiety.”
That one gentle thought might warm your heart tonight.","불안이 클수록 괜히 스스로를 더 작게 느끼게 될 때가 있어요.
“나는 왜 이렇게 불안하지? 왜 이렇게 못나 보이지?”
하지만 불안이 있다고 해서 당신이 소중하지 않은 건 아니에요.
당신의 가치는 그런 마음과 상관없이 그대로예요.

오늘은 “나는 불안해도 여전히 충분히 괜찮은 사람이야.” 하고
부드럽게 속삭여 주세요.
그 한마디가 오늘 밤 당신 마음을 조금 더 따뜻하게 만들어줄 거예요.","anxiety, self-worth, warmth","불안, 자기가치, 따뜻함"
Love,Love doesn’t always bring only joy,사랑이 늘 기쁨만 주는 건 아니에요,"We often expect love to bring constant happiness,
but truly loving someone wholeheartedly means
fear and tenderness often tag along with joy.
That’s why sometimes your heart feels tangled,
and even small distances can stir up anxiety.

Today, don’t blame yourself for this.
Gently say, “It’s because I love so sincerely.”
That kind acceptance might soften your heart a little.","사랑하면 당연히 늘 행복해야 할 것 같지만,
사실 마음을 다해 누군가를 사랑하는 건
기쁨만큼이나 두려움과 서글픔도 함께 따라오기 마련이에요.
그래서 때때로 괜히 마음이 복잡해지고,
조금만 상대가 멀어져도 금세 불안해지곤 하죠.

오늘은 그런 당신을 탓하지 말고
“그래, 내가 그만큼 진심으로 사랑하고 있구나.” 하고 살며시 인정해주세요.
그 다정한 인정이 마음을 조금 더 부드럽게 해줄 거예요.","love, sincerity, acceptance","사랑, 진심, 인정"
Love,Being afraid of love doesn’t mean anything is wrong,사랑이 두렵다고 해서 잘못된 건 아니에요,"When you love someone with all your heart,
you might fear losing them or feel anxious, not knowing how long you’ll have each other.
Please don’t blame yourself for that, wondering,
“Why am I so full of fear?”

Today, quietly see even that fear
as proof of how deeply you cherish them.
That gentle thought might make love feel a little less painful.","마음을 다해 누군가를 사랑하면
괜히 그 사람이 멀어질까 두렵기도 하고,
언제까지 함께할 수 있을지 몰라서 불안하기도 하죠.
그 마음 때문에 “나는 왜 이렇게 두려움이 많지?” 하고
자책하지 않았으면 좋겠어요.

오늘은 그 두려움마저도
당신이 얼마나 소중히 여기고 있는지를 보여주는 증거라고
살며시 인정해주세요.
그 부드러운 생각이 사랑을 조금 덜 아프게 만들어줄 거예요.","love, fear, precious","사랑, 두려움, 소중함"
Love,"The more you love, the softer your heart becomes",사랑을 할수록 당신 마음은 더 부드러워지고 있어요,"The deeper you love,
the more quickly your heart reacts—
finding joy or feeling hurt even over small things.
You might wonder, “Why is my heart so fragile?”

But it simply means your heart has grown softer and deeper.
Today, gently tell yourself,
“That just means I’m warmer than before.”
That thought might make today feel a little less heavy.","사랑을 하면 할수록
작은 일에도 금세 마음이 움직이고
상대의 말 한마디에 쉽게 기뻐하거나 상처받게 되죠.
그래서 때로는 “내 마음이 왜 이렇게 약할까…” 하고 속상할 수도 있어요.

하지만 사실 그만큼 마음이 더 부드럽고 깊어졌다는 뜻이에요.
오늘은 “나는 그래서 더 따뜻한 사람이구나.” 하고
살며시 자신을 다독여 주세요.
그 한마디가 오늘을 조금 덜 서글프게 만들어줄 거예요.","love, soft, warmth","사랑, 부드러움, 따뜻함"
